time,status,count
18h 11,refunded,1
18h 11,approved,356
18h 11,failed,7
18h 11,reversed,2
18h 12,approved,426
18h 12,failed,8
18h 12,denied,47
18h 13,approved,396
18h 13,reversed,1
18h 13,failed,8
18h 13,denied,37
18h 14,approved,420
18h 14,refunded,1
18h 14,failed,7
18h 14,reversed,1
18h 14,denied,36
18h 15,denied,42
18h 15,reversed,1
18h 15,failed,7
18h 15,approved,392
18h 16,failed,8
18h 16,refunded,2
18h 16,approved,375
18h 16,denied,30
18h 16,reversed,2
18h 17,denied,29
18h 17,approved,370
18h 17,reversed,2
18h 17,failed,4
18h 17,refunded,1
18h 18,failed,5
18h 18,approved,442
18h 18,denied,49
18h 18,reversed,3
18h 19,approved,380
18h 19,denied,34
18h 19,reversed,3
18h 19,failed,5
18h 20,approved,385
18h 20,backend_reversed,1
18h 20,denied,37
18h 20,failed,8
18h 20,reversed,3
18h 21,refunded,1
18h 21,approved,369
18h 21,denied,43
18h 21,reversed,1
18h 21,failed,3
18h 22,denied,44
18h 22,approved,324
18h 22,reversed,4
18h 22,failed,3
18h 23,approved,346
18h 23,failed,6
18h 23,denied,38
18h 24,failed,7
18h 24,approved,377
18h 24,reversed,4
18h 24,denied,38
18h 24,refunded,1
18h 25,denied,44
18h 25,approved,369
18h 25,reversed,2
18h 25,failed,7
18h 26,reversed,3
18h 26,failed,5
18h 26,denied,28
18h 26,approved,357
18h 27,reversed,6
18h 27,denied,33
18h 27,failed,6
18h 27,approved,363
18h 28,approved,337
18h 28,denied,29
18h 28,failed,5
18h 28,reversed,3
18h 28,refunded,1
18h 29,approved,330
18h 29,failed,7
18h 29,reversed,2
18h 29,backend_reversed,1
18h 29,refunded,2
18h 29,denied,36
18h 30,denied,36
18h 30,failed,9
18h 30,approved,359
18h 30,backend_reversed,1
18h 31,backend_reversed,2
18h 31,approved,332
18h 31,denied,39
18h 31,reversed,2
18h 31,failed,3
18h 32,approved,330
18h 32,denied,41
18h 32,failed,4
18h 32,reversed,4
18h 33,approved,336
18h 33,reversed,1
18h 33,denied,32
18h 33,failed,6
18h 33,backend_reversed,1
18h 33,refunded,1
18h 34,reversed,1
18h 34,failed,4
18h 34,approved,302
18h 34,denied,38
18h 35,approved,293
18h 35,failed,5
18h 35,denied,32
18h 35,reversed,3
18h 36,reversed,1
18h 36,refunded,1
18h 36,failed,4
18h 36,approved,299
18h 36,denied,32
18h 37,reversed,2
18h 37,failed,3
18h 37,approved,339
18h 37,denied,41
18h 38,denied,32
18h 38,refunded,1
18h 38,approved,331
18h 38,failed,4
18h 38,reversed,2
18h 38,backend_reversed,1
18h 39,reversed,1
18h 39,refunded,1
18h 39,denied,38
18h 39,failed,3
18h 39,approved,296
18h 40,approved,316
18h 40,denied,32
18h 40,failed,8
18h 41,reversed,2
18h 41,refunded,1
18h 41,approved,347
18h 41,denied,25
18h 41,failed,6
18h 42,approved,259
18h 42,denied,27
18h 42,failed,4
18h 42,reversed,4
18h 43,denied,31
18h 43,reversed,1
18h 43,approved,317
18h 43,failed,2
18h 43,refunded,1
18h 44,approved,291
18h 44,failed,3
18h 44,denied,35
18h 44,reversed,1
18h 44,refunded,1
18h 45,denied,33
18h 45,failed,4
18h 45,approved,300
18h 46,denied,28
18h 46,reversed,2
18h 46,failed,1
18h 46,approved,282
18h 47,denied,38
18h 47,failed,1
18h 47,approved,283
18h 47,backend_reversed,1
18h 48,failed,4
18h 48,approved,313
18h 48,denied,45
18h 48,refunded,1
18h 48,reversed,1
18h 48,backend_reversed,1
18h 49,failed,4
18h 49,backend_reversed,1
18h 49,denied,31
18h 49,approved,292
18h 49,reversed,3
18h 50,denied,23
18h 50,failed,2
18h 50,approved,270
18h 50,reversed,1
18h 51,denied,29
18h 51,approved,268
18h 51,reversed,3
18h 52,approved,311
18h 52,denied,43
18h 52,reversed,1
18h 53,approved,329
18h 53,reversed,1
18h 53,denied,34
18h 54,approved,279
18h 54,denied,28
18h 54,reversed,2
18h 55,denied,29
18h 55,approved,277
18h 56,denied,27
18h 56,approved,269
18h 57,approved,259
18h 57,denied,24
18h 58,approved,278
18h 58,denied,26
18h 59,approved,239
18h 59,denied,12
19h 00,approved,269
19h 00,denied,27
19h 00,reversed,3
19h 01,refunded,1
19h 01,denied,17
19h 01,approved,247
19h 02,approved,265
19h 02,denied,29
19h 02,reversed,1
19h 03,reversed,2
19h 03,denied,24
19h 03,approved,256
19h 04,approved,254
19h 04,denied,27
19h 04,reversed,1
19h 05,denied,27
19h 05,approved,236
19h 06,approved,257
19h 06,reversed,3
19h 06,denied,29
19h 07,approved,235
19h 07,reversed,3
19h 07,denied,29
19h 08,denied,30
19h 08,approved,228
19h 09,approved,250
19h 09,reversed,1
19h 09,denied,24
19h 10,denied,19
19h 10,approved,251
19h 10,reversed,3
19h 11,approved,236
19h 11,denied,24
19h 11,reversed,2
19h 12,reversed,4
19h 12,denied,21
19h 12,approved,236
19h 13,approved,238
19h 13,denied,18
19h 14,approved,214
19h 14,denied,35
19h 14,reversed,5
19h 15,reversed,3
19h 15,denied,26
19h 15,approved,220
19h 16,denied,26
19h 16,reversed,1
19h 16,approved,238
19h 17,denied,26
19h 17,approved,247
19h 17,reversed,1
19h 18,approved,232
19h 18,reversed,3
19h 18,denied,22
19h 19,denied,31
19h 19,reversed,4
19h 19,approved,243
19h 20,reversed,2
19h 20,denied,23
19h 20,approved,225
19h 21,approved,231
19h 21,reversed,1
19h 21,denied,21
19h 22,approved,243
19h 22,reversed,1
19h 22,denied,17
19h 23,approved,231
19h 23,denied,19
19h 23,reversed,2
19h 24,denied,30
19h 24,approved,188
19h 24,failed,1
19h 25,approved,220
19h 25,refunded,1
19h 25,reversed,1
19h 25,denied,23
19h 26,approved,220
19h 26,denied,23
19h 27,denied,19
19h 27,reversed,2
19h 27,refunded,1
19h 27,approved,225
19h 28,approved,218
19h 28,refunded,1
19h 28,denied,24
19h 29,reversed,1
19h 29,approved,193
19h 29,denied,26
19h 30,approved,202
19h 30,denied,14
19h 31,approved,184
19h 31,reversed,1
19h 31,denied,21
19h 32,approved,217
19h 32,denied,29
19h 32,reversed,1
19h 33,approved,216
19h 33,denied,14
19h 33,refunded,1
19h 34,approved,198
19h 34,denied,34
19h 35,refunded,1
19h 35,denied,23
19h 35,reversed,1
19h 35,approved,205
19h 36,denied,16
19h 36,approved,198
19h 37,approved,223
19h 37,denied,20
19h 37,reversed,1
19h 37,refunded,1
19h 38,reversed,1
19h 38,denied,30
19h 38,approved,191
19h 39,denied,17
19h 39,refunded,1
19h 39,approved,191
19h 39,reversed,1
19h 40,denied,25
19h 40,refunded,1
19h 40,approved,207
19h 41,approved,190
19h 41,denied,16
19h 42,approved,180
19h 42,denied,24
19h 43,denied,13
19h 43,approved,213
19h 44,approved,184
19h 44,denied,10
19h 44,reversed,1
19h 45,denied,21
19h 45,approved,188
19h 46,approved,187
19h 46,denied,18
19h 47,denied,16
19h 47,approved,189
19h 47,reversed,2
19h 48,denied,17
19h 48,refunded,1
19h 48,approved,167
19h 49,reversed,1
19h 49,approved,203
19h 49,denied,23
19h 50,denied,21
19h 50,refunded,1
19h 50,approved,209
19h 50,reversed,1
19h 51,denied,23
19h 51,approved,159
19h 52,approved,199
19h 52,denied,27
19h 52,refunded,1
19h 53,approved,169
19h 53,denied,37
19h 53,reversed,3
19h 54,reversed,1
19h 54,denied,26
19h 54,approved,189
19h 55,refunded,2
19h 55,denied,17
19h 55,approved,197
19h 56,approved,163
19h 56,denied,16
19h 56,reversed,2
19h 57,reversed,1
19h 57,approved,187
19h 57,denied,17
19h 58,approved,194
19h 58,denied,14
19h 59,denied,20
19h 59,reversed,3
19h 59,approved,171
20h 00,approved,184
20h 00,denied,15
20h 00,backend_reversed,1
20h 01,backend_reversed,1
20h 01,reversed,1
20h 01,approved,184
20h 01,denied,27
20h 01,refunded,1
20h 02,approved,193
20h 02,denied,25
20h 03,denied,18
20h 03,reversed,1
20h 03,approved,165
20h 04,reversed,1
20h 04,denied,23
20h 04,approved,188
20h 05,approved,202
20h 05,reversed,3
20h 05,denied,23
20h 06,denied,27
20h 06,approved,165
20h 06,reversed,2
20h 07,denied,26
20h 07,reversed,1
20h 07,approved,180
20h 08,approved,164
20h 08,denied,26
20h 08,reversed,1
20h 09,approved,170
20h 09,reversed,1
20h 09,denied,21
20h 10,reversed,1
20h 10,refunded,1
20h 10,approved,149
20h 10,denied,15
20h 11,denied,17
20h 11,reversed,1
20h 11,approved,190
20h 12,denied,20
20h 12,approved,178
20h 13,denied,27
20h 13,approved,156
20h 13,reversed,1
20h 14,refunded,1
20h 14,denied,21
20h 14,approved,160
20h 14,reversed,1
20h 15,approved,190
20h 15,denied,15
20h 15,reversed,3
20h 16,denied,19
20h 16,reversed,1
20h 16,approved,170
20h 16,backend_reversed,1
20h 17,approved,170
20h 17,denied,27
20h 17,reversed,1
20h 18,denied,17
20h 18,approved,166
20h 18,refunded,1
20h 18,reversed,2
20h 19,approved,154
20h 19,reversed,1
20h 19,denied,32
20h 20,denied,13
20h 20,approved,149
20h 21,denied,24
20h 21,approved,162
20h 21,reversed,1
20h 22,approved,136
20h 22,denied,18
20h 22,reversed,1
20h 23,refunded,1
20h 23,denied,30
20h 23,approved,174
20h 23,reversed,1
20h 24,approved,150
20h 24,denied,17
20h 24,reversed,1
20h 25,approved,164
20h 25,denied,12
20h 26,approved,145
20h 26,reversed,1
20h 26,denied,17
20h 27,refunded,1
20h 27,approved,170
20h 27,denied,17
20h 28,approved,159
20h 28,reversed,2
20h 28,denied,24
20h 29,denied,14
20h 29,approved,178
20h 29,reversed,1
20h 30,approved,145
20h 30,denied,25
20h 30,reversed,1
20h 31,approved,150
20h 31,reversed,2
20h 31,denied,20
20h 32,reversed,2
20h 32,refunded,1
20h 32,denied,20
20h 32,approved,169
20h 33,denied,21
20h 33,reversed,1
20h 33,approved,152
20h 34,approved,159
20h 34,denied,13
20h 35,approved,182
20h 35,denied,16
20h 36,denied,15
20h 36,approved,150
20h 37,denied,15
20h 37,reversed,1
20h 37,approved,132
20h 38,approved,132
20h 38,reversed,2
20h 38,denied,20
20h 39,approved,138
20h 39,denied,26
20h 40,approved,151
20h 40,denied,17
20h 41,reversed,2
20h 41,denied,26
20h 41,approved,157
20h 42,denied,19
20h 42,approved,141
20h 42,reversed,2
20h 43,approved,145
20h 43,denied,26
20h 43,refunded,1
20h 44,denied,17
20h 44,approved,165
20h 44,refunded,1
20h 45,denied,14
20h 45,approved,147
20h 45,reversed,1
20h 46,denied,20
20h 46,approved,151
20h 46,reversed,1
20h 47,approved,147
20h 47,denied,16
20h 47,reversed,2
20h 48,reversed,1
20h 48,approved,120
20h 48,denied,15
20h 49,approved,125
20h 49,reversed,1
20h 49,denied,18
20h 49,refunded,1
20h 50,approved,141
20h 50,denied,13
20h 51,denied,20
20h 51,approved,146
20h 51,reversed,2
20h 52,approved,164
20h 52,denied,9
20h 52,reversed,1
20h 53,approved,119
20h 53,denied,13
20h 54,denied,12
20h 54,approved,137
20h 55,approved,141
20h 55,denied,16
20h 55,reversed,1
20h 56,approved,138
20h 56,denied,18
20h 56,reversed,1
20h 57,denied,21
20h 57,approved,142
20h 57,reversed,1
20h 58,denied,11
20h 58,approved,139
20h 59,denied,14
20h 59,approved,148
20h 59,reversed,1
21h 00,approved,134
21h 00,denied,14
21h 00,reversed,2
21h 01,denied,19
21h 01,reversed,1
21h 01,approved,125
21h 02,approved,145
21h 02,reversed,2
21h 02,denied,16
21h 03,denied,14
21h 03,reversed,2
21h 03,approved,136
21h 04,reversed,1
21h 04,approved,124
21h 04,denied,10
21h 05,approved,120
21h 05,denied,20
21h 05,reversed,2
21h 06,denied,10
21h 06,approved,112
21h 06,reversed,3
21h 07,denied,15
21h 07,approved,132
21h 07,reversed,1
21h 08,denied,22
21h 08,reversed,3
21h 08,approved,129
21h 09,approved,133
21h 09,reversed,1
21h 09,refunded,1
21h 09,denied,14
21h 10,denied,13
21h 10,approved,130
21h 11,denied,13
21h 11,reversed,1
21h 11,approved,137
21h 12,denied,15
21h 12,reversed,1
21h 12,approved,132
21h 13,denied,18
21h 13,approved,120
21h 14,approved,150
21h 14,denied,9
21h 15,denied,8
21h 15,approved,126
21h 15,refunded,1
21h 16,denied,12
21h 16,reversed,3
21h 16,approved,117
21h 17,reversed,1
21h 17,approved,128
21h 17,denied,12
21h 18,denied,18
21h 18,approved,144
21h 19,denied,13
21h 19,reversed,2
21h 19,approved,136
21h 20,denied,12
21h 20,reversed,1
21h 20,approved,123
21h 21,approved,117
21h 21,denied,16
21h 21,reversed,1
21h 22,approved,145
21h 22,denied,15
21h 23,refunded,1
21h 23,denied,12
21h 23,reversed,1
21h 23,approved,129
21h 24,reversed,1
21h 24,approved,131
21h 24,denied,6
21h 24,refunded,1
21h 25,backend_reversed,1
21h 25,approved,112
21h 25,denied,13
21h 25,reversed,1
21h 26,denied,11
21h 26,reversed,1
21h 26,approved,116
21h 27,reversed,1
21h 27,denied,9
21h 27,approved,111
21h 28,approved,139
21h 28,denied,15
21h 28,reversed,2
21h 29,approved,141
21h 29,denied,15
21h 30,approved,136
21h 30,denied,5
21h 31,denied,5
21h 31,reversed,2
21h 31,approved,115
21h 32,approved,100
21h 32,denied,8
21h 33,denied,16
21h 33,approved,114
21h 33,refunded,1
21h 34,denied,10
21h 34,approved,120
21h 34,refunded,1
21h 35,denied,9
21h 35,approved,99
21h 36,denied,14
21h 36,approved,88
21h 37,approved,116
21h 37,refunded,1
21h 37,denied,13
21h 38,approved,130
21h 38,denied,15
21h 39,denied,5
21h 39,approved,134
21h 40,approved,113
21h 40,denied,10
21h 41,denied,12
21h 41,reversed,2
21h 41,approved,101
21h 41,refunded,1
21h 42,denied,14
21h 42,approved,87
21h 42,reversed,1
21h 43,denied,17
21h 43,approved,91
21h 44,denied,9
21h 44,reversed,1
21h 44,approved,102
21h 45,approved,93
21h 45,denied,6
21h 46,denied,13
21h 46,reversed,1
21h 46,approved,97
21h 47,denied,9
21h 47,approved,114
21h 48,approved,106
21h 48,reversed,1
21h 48,denied,12
21h 49,approved,89
21h 49,refunded,1
21h 49,denied,7
21h 50,approved,95
21h 50,denied,12
21h 51,approved,119
21h 51,denied,13
21h 51,reversed,1
21h 52,denied,13
21h 52,approved,110
21h 52,reversed,1
21h 53,denied,11
21h 53,approved,123
21h 54,denied,13
21h 54,approved,106
21h 55,denied,14
21h 55,approved,112
21h 56,approved,106
21h 56,denied,18
21h 56,reversed,1
21h 57,approved,97
21h 57,denied,16
21h 58,approved,116
21h 58,denied,22
21h 58,reversed,1
21h 59,approved,107
21h 59,denied,18
22h 00,approved,99
22h 00,denied,9
22h 01,denied,12
22h 01,approved,107
22h 01,reversed,1
22h 02,reversed,1
22h 02,refunded,1
22h 02,approved,92
22h 02,denied,14
22h 03,approved,85
22h 03,denied,13
22h 03,refunded,1
22h 04,denied,8
22h 04,approved,89
22h 05,approved,92
22h 05,denied,13
22h 06,approved,98
22h 06,denied,11
22h 06,reversed,1
22h 07,failed,2
22h 07,approved,95
22h 07,denied,6
22h 08,approved,95
22h 08,denied,14
22h 09,reversed,2
22h 09,denied,10
22h 09,approved,85
22h 10,approved,97
22h 10,denied,15
22h 11,denied,12
22h 11,approved,97
22h 12,denied,20
22h 12,approved,93
22h 13,approved,72
22h 13,denied,15
22h 13,reversed,1
22h 14,approved,85
22h 14,denied,10
22h 14,reversed,1
22h 15,denied,15
22h 15,reversed,1
22h 15,approved,91
22h 16,approved,93
22h 16,denied,16
22h 16,refunded,1
22h 17,denied,15
22h 17,reversed,1
22h 17,approved,95
22h 18,approved,87
22h 18,denied,14
22h 19,approved,85
22h 19,denied,12
22h 19,reversed,1
22h 20,approved,91
22h 20,denied,13
22h 21,denied,12
22h 21,approved,93
22h 21,reversed,1
22h 22,reversed,1
22h 22,approved,94
22h 22,denied,11
22h 23,denied,8
22h 23,approved,84
22h 23,backend_reversed,1
22h 24,reversed,2
22h 24,denied,8
22h 24,approved,81
22h 25,denied,5
22h 25,reversed,1
22h 25,approved,88
22h 26,denied,13
22h 26,approved,69
22h 27,denied,11
22h 27,approved,80
22h 28,approved,76
22h 28,reversed,1
22h 28,denied,11
22h 29,approved,73
22h 29,refunded,1
22h 29,denied,14
22h 30,denied,10
22h 30,approved,88
22h 30,backend_reversed,1
22h 31,approved,85
22h 31,denied,14
22h 32,reversed,1
22h 32,approved,86
22h 32,denied,13
22h 33,reversed,1
22h 33,denied,13
22h 33,approved,74
22h 34,approved,74
22h 34,denied,10
22h 35,denied,12
22h 35,reversed,1
22h 35,approved,83
22h 36,denied,9
22h 36,approved,76
22h 37,approved,74
22h 37,denied,15
22h 38,approved,81
22h 38,denied,17
22h 39,approved,82
22h 39,denied,15
22h 40,approved,61
22h 40,backend_reversed,1
22h 40,denied,7
22h 41,denied,14
22h 41,approved,68
22h 42,approved,65
22h 42,denied,11
22h 43,denied,9
22h 43,approved,81
22h 44,approved,69
22h 44,denied,11
22h 45,denied,12
22h 45,approved,64
22h 46,denied,14
22h 46,approved,73
22h 47,approved,66
22h 47,denied,12
22h 48,approved,57
22h 48,denied,8
22h 49,denied,9
22h 49,approved,70
22h 50,denied,10
22h 50,approved,62
22h 51,approved,71
22h 51,denied,11
22h 52,approved,51
22h 52,denied,7
22h 53,approved,65
22h 53,denied,8
22h 54,denied,12
22h 54,approved,67
22h 55,approved,58
22h 55,denied,9
22h 56,denied,7
22h 56,approved,68
22h 56,reversed,1
22h 57,approved,60
22h 57,denied,11
22h 58,approved,54
22h 58,refunded,1
22h 58,denied,5
22h 59,denied,6
22h 59,approved,49
23h 00,denied,11
23h 00,approved,53
23h 01,denied,11
23h 01,approved,65
23h 02,approved,64
23h 02,denied,7
23h 03,denied,10
23h 03,approved,68
23h 04,approved,56
23h 04,denied,10
23h 05,denied,6
23h 05,approved,58
23h 06,denied,11
23h 06,approved,42
23h 07,approved,57
23h 07,denied,6
23h 08,denied,8
23h 08,approved,49
23h 09,denied,12
23h 09,approved,54
23h 10,denied,12
23h 10,approved,42
23h 10,reversed,1
23h 11,approved,58
23h 11,denied,5
23h 12,approved,50
23h 12,denied,7
23h 12,refunded,1
23h 13,denied,11
23h 13,approved,47
23h 14,denied,9
23h 14,approved,56
23h 15,approved,53
23h 15,denied,8
23h 16,denied,8
23h 16,approved,55
23h 17,denied,10
23h 17,reversed,1
23h 17,approved,45
23h 18,denied,5
23h 18,approved,55
23h 19,denied,3
23h 19,approved,54
23h 20,denied,8
23h 20,approved,47
23h 20,backend_reversed,1
23h 20,reversed,1
23h 21,denied,8
23h 21,backend_reversed,1
23h 21,approved,49
23h 22,approved,63
23h 22,denied,9
23h 22,backend_reversed,1
23h 22,reversed,1
23h 23,denied,10
23h 23,approved,42
23h 23,backend_reversed,1
23h 24,reversed,1
23h 24,approved,49
23h 24,denied,12
23h 25,approved,59
23h 25,denied,12
23h 26,denied,13
23h 26,approved,30
23h 27,approved,36
23h 27,denied,10
23h 28,approved,49
23h 28,denied,9
23h 29,approved,40
23h 29,denied,3
23h 30,denied,3
23h 30,approved,49
23h 31,denied,4
23h 31,approved,44
23h 32,denied,9
23h 32,approved,43
23h 33,approved,46
23h 33,denied,8
23h 34,approved,43
23h 34,denied,4
23h 35,denied,5
23h 35,approved,40
23h 36,denied,7
23h 36,approved,33
23h 37,denied,6
23h 37,approved,32
23h 38,approved,28
23h 38,denied,3
23h 38,reversed,1
23h 39,approved,37
23h 39,denied,8
23h 40,denied,2
23h 40,approved,37
23h 41,denied,3
23h 41,approved,32
23h 42,denied,4
23h 42,approved,31
23h 43,denied,3
23h 43,approved,34
23h 43,reversed,1
23h 44,approved,45
23h 44,denied,5
23h 45,denied,8
23h 45,approved,38
23h 46,denied,3
23h 46,approved,21
23h 47,approved,28
23h 47,denied,3
23h 48,denied,7
23h 48,approved,46
23h 49,approved,46
23h 49,denied,7
23h 50,approved,33
23h 50,denied,11
23h 50,reversed,1
23h 51,denied,8
23h 51,approved,41
23h 52,approved,43
23h 52,denied,9
23h 53,approved,33
23h 53,denied,7
23h 53,refunded,1
23h 54,approved,39
23h 54,refunded,1
23h 54,denied,4
23h 55,approved,31
23h 55,denied,8
23h 56,denied,8
23h 56,approved,34
23h 57,approved,40
23h 57,denied,11
23h 58,denied,4
23h 58,approved,35
23h 59,denied,10
23h 59,approved,38
